variant,d,next_d,symbol,dir,last_close,vol_today,rrv,adx,next_close,next_ret
new,2026-07-16,2026-07-17,GRAPHITE,breakout,662.0,2723972,3.477,33.1,643.7,-0.027643504531721985
new,2026-07-16,2026-07-17,KAYNES,breakout,3394.0,1741084,1.405,41.9,3406.9,0.003800824985268147
new,2026-07-16,2026-07-17,DIXON,breakout,14281.0,2230679,3.344,50.5,14460.0,0.01253413626496744
new,2026-07-16,2026-07-17,JUBLINGREA,breakout,758.0,446422,1.116,36.4,738.0,-0.026385224274406333
new,2026-07-16,2026-07-17,EMMVEE,breakout,364.7,23042170,8.395,43.0,357.45,-0.019879352892788592
new,2026-07-16,2026-07-17,HSCL,breakout,721.95,28207475,2.389,57.8,741.0,0.026386868896737938
new,2026-07-16,2026-07-17,SRF,breakout,2880.0,1542353,3.527,48.9,2874.9,-0.0017708333333333018
new,2026-07-16,2026-07-17,CHENNPETRO,breakout,1208.9,7390928,8.088,47.9,1204.3,-0.003805112085366975
new,2026-07-17,2026-07-20,SONACOMS,breakout,705.0,4853892,2.16,50.7,717.0,0.01702127659574468
new,2026-07-17,2026-07-20,HSCL,breakout,741.0,18231200,1.447,42.5,769.65,0.038663967611336
new,2026-07-17,2026-07-20,COLPAL,breakout,2040.0,423099,1.236,27.0,2117.0,0.037745098039215684
new,2026-07-17,2026-07-20,BHARATFORG,breakout,2130.0,1943326,1.439,36.6,2173.9,0.020610328638497696
new,2026-07-17,2026-07-20,RELIANCE,breakout,1322.1,18260213,1.373,24.3,1329.9,0.0058997050147494
new,2026-07-17,2026-07-20,INDIACEM,breakout,403.0,1169964,4.179,60.6,394.85,-0.020223325062034683
new,2026-07-17,2026-07-20,KALYANKJIL,breakout,556.95,53935878,1.505,55.4,573.85,0.030343836969207245
new,2026-07-17,2026-07-20,BAJFINANCE,breakout,1043.9,13057715,1.473,47.6,1050.4,0.0062266500622665
new,2026-07-17,2026-07-20,TECHM,breakout,1551.4,10516494,4.055,34.0,1588.4,0.02384942632461003
new,2026-07-20,2026-07-21,AEGISLOG,breakout,1415.4,3715406,1.212,38.4,1370.1,-0.03200508690122946
new,2026-07-20,2026-07-21,LLOYDSME,breakout,1883.2,678837,1.342,31.4,1931.6,0.02570093457943918
new,2026-07-20,2026-07-21,PNB,breakout,110.2,117482204,7.441,50.4,112.41,0.02005444646097998
new,2026-07-20,2026-07-21,EXIDEIND,breakout,441.95,4949150,1.054,33.9,444.5,0.005769883470980906
new,2026-07-20,2026-07-21,POWERGRID,breakout,287.5,11334909,1.173,30.6,289.2,0.00591304347826083
new,2026-07-20,2026-07-21,ESCORTS,breakout,3003.4,352248,2.982,26.0,2952.0,-0.017113937537457578
new,2026-07-20,2026-07-21,OIL,breakout,445.7,9415929,2.64,39.1,448.7,0.006730984967466906
new,2026-07-20,2026-07-21,SAREGAMA,breakout,515.6,2457876,3.707,48.1,512.65,-0.005721489526765022
new,2026-07-20,2026-07-21,ANTHEM,breakout,793.45,1254867,1.883,39.2,803.75,0.012981284264918966
new,2026-07-20,2026-07-21,JSWSTEEL,breakout,1255.1,2581871,1.696,33.8,1268.0,0.010278065492789493
new,2026-07-21,2026-07-22,LLOYDSME,breakout,1931.6,687701,1.303,40.6,1924.8,-0.0035203975978463217
new,2026-07-21,2026-07-22,AWL,breakout,197.0,8468542,2.013,25.2,190.87,-0.03111675126903551
new,2026-07-21,2026-07-22,HSCL,breakout,800.65,21286407,1.635,64.3,766.0,-0.043277337163554586
new,2026-07-21,2026-07-22,MANAPPURAM,breakout,346.85,11947113,3.293,50.5,349.0,0.006198644947383529
new,2026-07-21,2026-07-22,JKCEMENT,breakout,5645.0,297715,3.465,29.3,5680.5,0.006288751107174491
new,2026-07-21,2026-07-22,THERMAX,breakout,4813.0,327182,1.225,33.0,4773.5,-0.00820693953874922
new,2026-07-21,2026-07-22,FLUOROCHEM,breakout,4415.5,758229,4.519,72.3,4561.6,0.033087985505605336
new,2026-07-21,2026-07-22,ACE,breakout,1072.0,5931817,16.921,37.2,1036.3,-0.03330223880597019
new,2026-07-21,2026-07-22,ASTRAL,breakout,1405.7,875755,1.096,30.6,1424.9,0.013658675393042644
new,2026-07-21,2026-07-22,SRF,breakout,2914.3,528364,1.096,43.0,2925.2,0.003740177744226619
new,2026-07-21,2026-07-22,PNB,breakout,112.41,28477715,1.358,55.8,110.68,-0.015390089849657413
new,2026-07-21,2026-07-22,ULTRACEMCO,breakout,12104.0,822766,3.392,42.9,11969.0,-0.011153337739590218
new,2026-07-21,2026-07-22,CANHLIFE,breakout,155.42,41007159,17.877,35.9,153.64,-0.01145283747265475
new,2026-07-21,2026-07-22,J&KBANK,breakout,188.8,9188093,1.575,32.3,178.0,-0.05720338983050853
new,2026-07-21,2026-07-22,JUBLINGREA,breakout,763.2,792107,1.903,26.5,751.0,-0.01598532494758916
new,2026-07-22,2026-07-23,M&MFIN,breakout,376.45,54097980,10.029,55.1,370.0,-0.017133749501925855
new,2026-07-22,2026-07-23,CHENNPETRO,breakout,1286.0,2962806,2.203,57.1,1325.6,0.030793157076205217
new,2026-07-22,2026-07-23,CRISIL,breakout,4383.0,458031,7.059,48.7,4479.7,0.022062514259639475
new,2026-07-22,2026-07-23,INDUSINDBK,breakout,1072.0,5061386,2.109,43.4,1002.1,-0.06520522388059699
new,2026-07-22,2026-07-23,ANANTRAJ,breakout,617.5,7702948,2.935,44.1,611.0,-0.010526315789473684
new,2026-07-22,2026-07-23,CASTROLIND,breakout,185.8,1492769,1.276,33.5,185.25,-0.0029601722282024292
new,2026-07-22,2026-07-23,TVSMOTOR,breakout,3938.6,3206118,2.849,51.3,3933.9,-0.0011933174224343214
new,2026-07-22,2026-07-23,TITAN,breakout,4713.0,993099,1.084,45.2,4691.5,-0.004561850201570125
new,2026-07-23,2026-07-24,BAJAJ-AUTO,breakout,11088.5,1022568,2.181,64.1,11195.5,0.009649637011318032
new,2026-07-23,2026-07-24,UNITDSPR,breakout,1421.2,1627070,1.8,31.0,1465.7,0.03131156768927667
new,2026-07-23,2026-07-24,M&M,breakout,3230.0,2700353,1.07,16.2,3165.0,-0.020123839009287926
old,2026-07-24,2026-07-27,ATUL,breakout,6480.0,403512,12.792,24.9,6790.0,0.047839506172839504
new,2026-07-24,2026-07-27,ATUL,breakout,6480.0,403512,12.792,24.9,6790.0,0.047839506172839504
new,2026-07-24,2026-07-27,UNITDSPR,breakout,1465.7,3958294,4.322,47.0,1491.1,0.017329603602374198
new,2026-07-27,2026-07-28,UNOMINDA,breakout,1145.7,922791,1.064,36.6,1153.9,0.007157196473771533
new,2026-07-27,2026-07-28,CARTRADE,breakout,2859.9,3558609,5.697,41.6,2905.7,0.016014545963145468
new,2026-07-27,2026-07-28,CREDITACC,breakout,1600.0,3813535,11.824,29.1,1568.1,-0.019937500000000056
new,2026-07-27,2026-07-28,COFORGE,breakout,1528.9,3720589,1.216,39.9,1673.8,0.09477402053764135
new,2026-07-27,2026-07-28,SPLPETRO,breakout,762.2,527974,3.404,36.1,741.0,-0.02781422198897933
new,2026-07-27,2026-07-28,HAL,breakout,4626.0,695432,1.098,28.1,4523.9,-0.022070903588413394
new,2026-07-27,2026-07-28,LLOYDSME,breakout,1990.6,1495691,2.887,53.9,1979.9,-0.005375263739575916
new,2026-07-27,2026-07-28,DEVYANI,breakout,114.26,4442282,2.68,43.4,115.49,0.010764922107474092
new,2026-07-27,2026-07-28,COLPAL,breakout,2135.2,381400,1.319,26.0,2143.0,0.003653053578119231
new,2026-07-27,2026-07-28,MINDACORP,breakout,693.35,363139,1.112,48.3,689.85,-0.005047955577990914
new,2026-07-27,2026-07-28,IEX,breakout,126.63,14027031,2.252,37.3,129.28,0.02092711047934933
new,2026-07-27,2026-07-28,PVRINOX,breakout,1111.65,1608202,4.516,68.3,1147.85,0.032564206359915276
new,2026-07-27,2026-07-28,ACE,breakout,1072.0,715630,1.006,39.7,1077.5,0.005130597014925373
new,2026-07-27,2026-07-28,RRKABEL,breakout,2513.1,1745244,2.99,34.5,2644.0,0.052087063785762645
new,2026-07-27,2026-07-28,CAMS,breakout,784.65,1447835,1.236,33.2,784.95,0.00038233607340861306
new,2026-07-27,2026-07-28,LATENTVIEW,breakout,309.95,5288199,3.939,44.6,324.05,0.04549120825939675
new,2026-07-27,2026-07-28,LAURUSLABS,breakout,1667.6,7979568,3.277,48.1,1730.8,0.037898776685056396
new,2026-07-27,2026-07-28,PPLPHARMA,breakout,187.53,15309305,2.169,36.4,188.7,0.006239001759718379
new,2026-07-27,2026-07-28,IDFCFIRSTB,breakout,85.96,173334055,9.05,48.4,85.93,-0.00034899953466713507
new,2026-07-27,2026-07-28,LODHA,breakout,1191.6,4941877,1.36,32.3,1280.6,0.07468949311849614
new,2026-07-27,2026-07-28,CONCOR,breakout,501.95,13327602,5.737,37.7,515.8,0.02759238968024697
new,2026-07-27,2026-07-28,UNITDSPR,breakout,1491.1,1149119,1.121,44.9,1488.5,-0.0017436791630339409
new,2026-07-27,2026-07-28,CAPLIPOINT,breakout,2609.0,353558,2.82,38.6,2622.3,0.005097738597163734
new,2026-07-27,2026-07-28,AUBANK,breakout,1038.0,4905035,2.417,60.4,1056.0,0.017341040462427744
new,2026-07-27,2026-07-28,JINDALSTEL,breakout,1055.7,2588155,2.122,28.0,1053.0,-0.0025575447570332912
new,2026-07-27,2026-07-28,ITC,breakout,286.8,18959650,1.326,24.6,286.15,-0.0022663877266388913
new,2026-07-27,2026-07-28,SAILIFE,breakout,1272.0,490800,1.206,40.7,1290.9,0.014858490566037807
new,2026-07-27,2026-07-28,LALPATHLAB,breakout,1867.7,2100051,5.693,47.6,1831.9,-0.019167960593243
old,2026-07-28,2026-07-29,AFFLE,breakout,1575.3,5218460,21.171,57.4,1630.3,0.034913984637846764
new,2026-07-28,2026-07-29,SBICARD,breakout,662.05,2158906,1.328,46.9,656.65,-0.008156483649271169
new,2026-07-28,2026-07-29,NESTLEIND,breakout,1480.5,5462201,2.583,29.4,1498.3,0.012022965214454546
new,2026-07-28,2026-07-29,NH,breakout,2070.6,363727,1.575,47.1,2081.5,0.005264174635371434
new,2026-07-28,2026-07-29,PIDILITIND,breakout,1629.1,1060140,1.119,29.8,1619.1,-0.0061383586029095825
new,2026-07-28,2026-07-29,PERSISTENT,breakout,5437.8,1034501,1.286,45.5,5462.0,0.004450329177240762
new,2026-07-28,2026-07-29,USHAMART,breakout,512.5,3806971,9.201,46.9,508.35,-0.008097560975609711
new,2026-07-28,2026-07-29,MANKIND,breakout,2620.0,609621,1.698,41.4,2587.0,-0.012595419847328244
new,2026-07-28,2026-07-29,JUBLFOOD,breakout,431.1,2679525,1.018,59.9,434.8,0.008582695430294569
new,2026-07-28,2026-07-29,OFSS,breakout,11330.0,471217,1.027,37.2,11579.0,0.021977052074139452
new,2026-07-28,2026-07-29,LTM,breakout,4348.5,872763,1.785,51.9,4433.9,0.019638955961825834
new,2026-07-28,2026-07-29,LODHA,breakout,1280.6,12877569,3.513,55.0,1297.0,0.012806496954552625
new,2026-07-28,2026-07-29,GODREJPROP,breakout,2116.8,929739,1.07,57.3,2150.0,0.015684051398337024
new,2026-07-28,2026-07-29,INFY,breakout,1114.0,27953214,2.079,51.7,1148.2,0.030700179533213686
new,2026-07-28,2026-07-29,CONCOR,breakout,515.8,7578841,2.601,52.3,525.3,0.018417991469561846
new,2026-07-28,2026-07-29,WIPRO,breakout,180.6,26925646,1.565,52.5,184.96,0.02414174972314515
new,2026-07-28,2026-07-29,BSOFT,breakout,305.0,5744046,2.278,43.6,303.5,-0.004918032786885246
new,2026-07-28,2026-07-29,AFFLE,breakout,1575.3,5218460,21.171,57.4,1630.3,0.034913984637846764
new,2026-07-28,2026-07-29,ETERNAL,breakout,300.5,70386530,1.792,49.7,311.25,0.03577371048252912
new,2026-07-28,2026-07-29,ASIANPAINT,breakout,2746.7,1284131,1.495,30.8,2752.8,0.0022208468343832104
new,2026-07-28,2026-07-29,COFORGE,breakout,1673.8,15586828,5.322,62.9,1760.0,0.05149958178993909
new,2026-07-28,2026-07-29,NAUKRI,breakout,1239.95,3891315,1.253,32.7,1263.9,0.01931529497157147
old,2026-07-29,2026-07-30,PARADEEP,breakout,152.31,173352308,43.355,60.1,152.7,0.002560567264132272
new,2026-07-29,2026-07-30,KPITTECH,breakout,633.7,28606207,5.491,44.2,593.7,-0.06312135079690705
new,2026-07-29,2026-07-30,TATAELXSI,breakout,3700.5,753468,1.266,59.3,3679.1,-0.005783002296986918
new,2026-07-29,2026-07-30,TCS,breakout,2458.1,7142633,1.459,55.9,2476.1,0.00732272893698385
new,2026-07-29,2026-07-30,COLPAL,breakout,2174.9,1770798,6.482,33.3,2085.0,-0.041335233803853094
new,2026-07-29,2026-07-30,SWIGGY,breakout,280.76,73267078,3.5,51.7,289.51,0.031165408177803108
new,2026-07-29,2026-07-30,JWL,breakout,265.15,11783533,16.449,38.4,257.0,-0.030737318498962767
new,2026-07-29,2026-07-30,BRITANNIA,breakout,5548.5,364079,1.578,39.2,5532.0,-0.0029737766964044337
new,2026-07-29,2026-07-30,COFORGE,breakout,1760.0,8187892,2.353,55.5,1746.1,-0.007897727272727324
new,2026-07-29,2026-07-30,BHARTIARTL,breakout,1933.0,6201404,1.078,35.6,1950.7,0.009156751163993816
new,2026-07-29,2026-07-30,ETERNAL,breakout,311.25,49619522,1.205,52.3,308.0,-0.010441767068273093
new,2026-07-29,2026-07-30,SONATSOFTW,breakout,311.7,8150826,1.889,44.0,323.1,0.036573628488931774
new,2026-07-29,2026-07-30,CYIENT,breakout,869.8,1340294,2.848,38.3,870.2,0.00045987583352505285
new,2026-07-29,2026-07-30,LT,breakout,3955.9,3022358,1.484,37.7,3914.0,-0.01059177431178748
new,2026-07-29,2026-07-30,IEX,breakout,132.97,8059166,1.167,70.4,132.5,-0.003534631871850785
new,2026-07-29,2026-07-30,SAIL,breakout,173.94,45823103,3.659,37.4,170.02,-0.022536506841439506
new,2026-07-29,2026-07-30,AUROPHARMA,breakout,1576.0,1032374,1.194,42.1,1603.0,0.01713197969543147
new,2026-07-29,2026-07-30,MANAPPURAM,breakout,367.05,5780315,1.481,29.2,381.0,0.038005721291377165
new,2026-07-29,2026-07-30,RADICO,breakout,4379.0,1444846,3.519,45.0,4475.0,0.021922813427723224
new,2026-07-29,2026-07-30,PAYTM,breakout,1333.0,4091467,1.14,18.4,1330.9,-0.0015753938484620474
new,2026-07-29,2026-07-30,WOCKPHARMA,breakout,1904.4,620182,1.033,33.9,1890.1,-0.007508926696072349
new,2026-07-29,2026-07-30,INFY,breakout,1148.2,34478433,2.527,60.3,1179.0,0.026824595018289456
new,2026-07-29,2026-07-30,LTM,breakout,4433.9,573570,1.171,56.5,4488.0,0.012201447935226407
new,2026-07-29,2026-07-30,GPIL,breakout,249.55,1509508,1.143,46.2,247.45,-0.008415147265077229
new,2026-07-29,2026-07-30,PGEL,breakout,589.85,2209757,1.018,50.8,610.1,0.034330762058150374
new,2026-07-29,2026-07-30,SAILIFE,breakout,1308.8,391026,1.066,35.3,1306.0,-0.0021393643031784493
new,2026-07-29,2026-07-30,NEWGEN,breakout,577.05,10324310,1.736,46.8,561.85,-0.026340871674898073
new,2026-07-29,2026-07-30,TVSMOTOR,breakout,4040.0,1913267,1.716,57.2,4169.6,0.03207920792079217
new,2026-07-29,2026-07-30,KAYNES,breakout,3385.2,6049420,5.949,59.9,3670.0,0.08413092284060032
new,2026-07-29,2026-07-30,PPLPHARMA,breakout,197.08,11868475,1.522,42.4,196.23,-0.004312969352547304
new,2026-07-29,2026-07-30,CIPLA,breakout,1457.3,2184449,1.671,48.2,1477.0,0.013518150003431035
new,2026-07-29,2026-07-30,LAURUSLABS,breakout,1790.0,2997181,1.318,58.0,1781.1,-0.004972067039106196
new,2026-07-29,2026-07-30,WIPRO,breakout,184.96,26012005,1.511,58.3,188.0,0.016435986159169507
new,2026-07-29,2026-07-30,PFC,breakout,426.5,6565160,1.286,55.3,426.65,0.00035169988276665244
new,2026-07-29,2026-07-30,TATACAP,breakout,367.2,12018459,10.118,54.1,357.1,-0.02750544662309359
new,2026-07-29,2026-07-30,NMDC,breakout,85.52,24448579,1.536,28.3,85.6,0.0009354536950420755
new,2026-07-29,2026-07-30,SUNTV,breakout,509.7,1055596,5.009,44.3,517.35,0.015008828722778172
new,2026-07-29,2026-07-30,TATAINVEST,breakout,677.0,886976,3.767,60.1,676.0,-0.0014771048744460858
new,2026-07-29,2026-07-30,PARADEEP,breakout,152.31,173352308,43.355,60.1,152.7,0.002560567264132272
old,2026-07-30,2026-07-31,BALKRISIND,breakout,2266.4,4196802,24.952,52.1,2438.8,0.07606777267913876
old,2026-07-30,2026-07-31,LTFOODS,breakout,386.45,7682749,18.296,47.8,412.0,0.06611463319963776
old,2026-07-30,2026-07-31,MGL,breakout,1116.3,3004109,24.021,23.9,1145.7,0.026337006181134187
new,2026-07-30,2026-07-31,WHIRLPOOL,breakout,809.0,1398014,4.766,42.3,802.0,-0.00865265760197775
new,2026-07-30,2026-07-31,NESTLEIND,breakout,1527.1,3700166,1.646,36.4,1517.2,-0.006482876039552003
new,2026-07-30,2026-07-31,BALKRISIND,breakout,2266.4,4196802,24.952,52.1,2438.8,0.07606777267913876
new,2026-07-30,2026-07-31,LTFOODS,breakout,386.45,7682749,18.296,47.8,412.0,0.06611463319963776
new,2026-07-30,2026-07-31,BLUEJET,breakout,613.5,1130252,1.169,50.6,624.0,0.017114914425427872
new,2026-07-30,2026-07-31,TVSMOTOR,breakout,4169.6,2911744,2.484,69.3,4240.0,0.01688411358403675
new,2026-07-30,2026-07-31,DIVISLAB,breakout,7841.5,626390,1.333,60.5,8025.5,0.023464898297519608
new,2026-07-30,2026-07-31,STARHEALTH,breakout,604.65,2434355,5.119,47.7,613.75,0.015050028942363389
new,2026-07-30,2026-07-31,MGL,breakout,1116.3,3004109,24.021,23.9,1145.7,0.026337006181134187
new,2026-07-30,2026-07-31,ARE&M,breakout,888.4,1646668,1.964,49.3,910.8,0.025213867627194932
new,2026-07-30,2026-07-31,IIFL,breakout,608.0,3799601,1.676,38.6,607.0,-0.001644736842105263
new,2026-07-30,2026-07-31,SYRMA,breakout,1392.6,9890094,10.113,33.1,1397.7,0.0036622145626885945
new,2026-07-31,2026-08-03,ABREL,breakout,1418.3,267348,2.036,34.5,1415.2,-0.002185715292956292
new,2026-07-31,2026-08-03,BALKRISIND,breakout,2438.8,3404099,9.129,65.0,2493.4,0.022388059701492498
new,2026-07-31,2026-08-03,TMCV,breakout,425.6,19271558,3.254,41.2,452.75,0.06379229323308265
new,2026-07-31,2026-08-03,TVSMOTOR,breakout,4240.0,2983234,2.422,77.3,4389.0,0.03514150943396226
new,2026-07-31,2026-08-03,TMPV,breakout,335.05,8520678,1.023,52.1,349.3,0.0425309655275332
new,2026-07-31,2026-08-03,LAURUSLABS,breakout,1821.0,2496771,1.085,52.0,1811.4,-0.005271828665568319
new,2026-07-31,2026-08-03,CHOLAFIN,breakout,1840.0,2953106,1.931,29.9,1870.1,0.016358695652173863
new,2026-07-31,2026-08-03,JIOFIN,breakout,250.37,42894015,2.093,58.0,263.0,0.05044534089547468
new,2026-07-31,2026-08-03,M&M,breakout,3392.1,5986058,2.49,34.0,3428.6,0.010760295981840159
new,2026-07-31,2026-08-03,ZEEL,breakout,115.37,61420176,3.074,42.6,97.93,-0.1511658143364826
new,2026-07-31,2026-08-03,BAJFINANCE,breakout,1126.4,40265702,4.839,52.3,1153.0,0.023615056818181736
new,2026-07-31,2026-08-03,DIVISLAB,breakout,8025.5,781079,1.613,53.9,8585.0,0.06971528253691359
new,2026-07-31,2026-08-03,JAINREC,breakout,347.0,1837506,1.422,47.2,348.0,0.002881844380403458
new,2026-07-31,2026-08-03,HYUNDAI,breakout,2159.0,5498694,8.441,50.9,2207.0,0.0222325150532654
new,2026-07-31,2026-08-03,HINDCOPPER,breakout,492.9,7312607,2.592,34.7,493.95,0.0021302495435179783
new,2026-07-31,2026-08-03,LTFOODS,breakout,412.0,2387248,3.047,59.4,415.0,0.007281553398058253
old,2026-08-03,2026-08-04,BLUEDART,breakout,5328.0,593189,49.043,52.0,5364.5,0.006850600600600601
new,2026-08-03,2026-08-04,BAJAJFINSV,breakout,2096.0,2822150,2.129,64.8,2105.0,0.004293893129770993
new,2026-08-03,2026-08-04,SHRIRAMFIN,breakout,1090.2,7011711,1.244,45.4,1087.3,-0.0026600623738764363
new,2026-08-03,2026-08-04,BATAINDIA,breakout,708.0,599415,2.387,32.1,710.0,0.002824858757062147
new,2026-08-03,2026-08-04,AEGISLOG,breakout,1384.9,2442665,1.272,59.2,1353.9,-0.022384287674200302
new,2026-08-03,2026-08-04,TMCV,breakout,452.75,17045743,2.562,49.8,445.75,-0.015461071231363888
new,2026-08-03,2026-08-04,GABRIEL,breakout,1527.0,875575,1.024,48.6,1534.0,0.0045841519318926
new,2026-08-03,2026-08-04,AMBUJACEM,breakout,444.0,3641786,1.697,33.9,436.05,-0.01790540540540538
new,2026-08-03,2026-08-04,ACE,breakout,1090.1,852085,1.152,52.6,1097.4,0.006696633336391324
new,2026-08-03,2026-08-04,TVSMOTOR,breakout,4389.0,1596550,1.187,59.5,4360.0,-0.006607427660059239
new,2026-08-03,2026-08-04,ACC,breakout,1400.0,425996,2.533,44.9,1381.0,-0.013571428571428571
new,2026-08-03,2026-08-04,REDINGTON,breakout,347.2,69076781,11.32,64.7,349.0,0.005184331797235056
new,2026-08-03,2026-08-04,TMPV,breakout,349.3,11835258,1.456,68.7,348.55,-0.00214715144574864
new,2026-08-03,2026-08-04,ANTHEM,breakout,828.1,958470,1.118,35.5,811.65,-0.019864750633981458
new,2026-08-03,2026-08-04,GODFRYPHLP,breakout,2247.0,1545834,3.518,48.1,2336.9,0.040008900756564346
new,2026-08-03,2026-08-04,PAYTM,breakout,1410.0,7946284,2.218,34.4,1400.0,-0.0070921985815602835
new,2026-08-03,2026-08-04,JKTYRE,breakout,411.0,1659161,1.685,31.6,410.0,-0.0024330900243309003
new,2026-08-03,2026-08-04,JSWENERGY,breakout,569.0,2815732,1.175,39.3,568.0,-0.0017574692442882249
new,2026-08-03,2026-08-04,BLUEDART,breakout,5328.0,593189,49.043,52.0,5364.5,0.006850600600600601
new,2026-08-03,2026-08-04,ICICIPRULI,breakout,522.35,2147156,1.098,30.3,513.54,-0.016866085957691315
new,2026-08-03,2026-08-04,ESCORTS,breakout,3115.0,674311,6.033,47.8,3094.1,-0.006709470304975952
new,2026-08-03,2026-08-04,JIOFIN,breakout,263.0,36140840,1.628,70.5,265.0,0.0076045627376425855
new,2026-08-03,2026-08-04,TITAGARH,breakout,855.0,927626,2.603,36.9,849.6,-0.006315789473684184
new,2026-08-03,2026-08-04,APARINDS,breakout,14750.0,281495,2.141,50.1,15501.0,0.050915254237288134
new,2026-08-03,2026-08-04,JYOTICNC,breakout,851.1,1470894,2.012,52.3,848.0,-0.0036423452003290125
new,2026-08-03,2026-08-04,TBOTEK,breakout,1600.0,1205378,4.796,34.8,1599.0,-0.000625
new,2026-08-03,2026-08-04,CHOLAFIN,breakout,1870.1,2229064,1.368,34.1,1868.0,-0.0011229346024276292
new,2026-08-03,2026-08-04,CLEAN,breakout,764.1,3542748,16.227,45.5,777.5,0.01753697160057581
new,2026-08-03,2026-08-04,WOCKPHARMA,breakout,2021.0,1175707,2.042,53.9,2018.0,-0.0014844136566056407
new,2026-08-03,2026-08-04,LTF,breakout,318.0,8845607,1.304,38.4,317.89,-0.0003459119496855775
new,2026-08-03,2026-08-04,NATIONALUM,breakout,369.0,12137190,1.863,48.0,377.0,0.02168021680216802
new,2026-08-03,2026-08-04,BAJFINANCE,breakout,1153.0,13403901,1.357,55.9,1149.0,-0.003469210754553339
new,2026-08-03,2026-08-04,IOC,breakout,143.69,17457027,1.369,38.8,141.6,-0.01454520147539845
new,2026-08-03,2026-08-04,PNBHOUSING,breakout,1090.0,1192329,1.412,36.4,1080.0,-0.009174311926605505
new,2026-08-03,2026-08-04,SONATSOFTW,breakout,341.0,6552873,1.849,52.4,350.0,0.026392961876832845
new,2026-08-03,2026-08-04,DIVISLAB,breakout,8585.0,1732278,3.437,57.6,8378.0,-0.024111822947000584
new,2026-08-03,2026-08-04,IRCON,breakout,131.6,3467608,3.463,55.5,131.85,0.001899696048632219
new,2026-08-03,2026-08-04,MOTHERSON,breakout,155.01,17576432,1.102,46.1,151.0,-0.02586929875491898
new,2026-08-03,2026-08-04,SBIN,breakout,1045.0,10432739,1.044,37.7,1042.7,-0.0022009569377989995
new,2026-08-03,2026-08-04,ASHOKLEY,breakout,174.55,47242586,3.025,65.3,172.08,-0.014150673159553128
new,2026-08-03,2026-08-04,SUNDARMFIN,breakout,4825.9,309031,4.894,51.3,4800.0,-0.005366874572618504
new,2026-08-03,2026-08-04,INDGN,breakout,544.2,1880106,7.904,33.2,554.0,0.018008085262770954
new,2026-08-03,2026-08-04,CHENNPETRO,breakout,1326.0,3012197,1.46,46.2,1326.0,0.0
new,2026-08-03,2026-08-04,ABCAPITAL,breakout,424.35,14038842,3.909,25.5,420.0,-0.010250972074938193
new,2026-08-03,2026-08-04,HINDALCO,breakout,994.9,5520571,1.191,50.3,1020.0,0.025228666197607823
new,2026-08-03,2026-08-04,SIEMENS,breakout,3900.0,606090,1.738,47.1,4000.5,0.02576923076923077
new,2026-08-03,2026-08-04,PINELABS,breakout,152.85,70837089,4.562,46.0,149.7,-0.020608439646712502
new,2026-08-04,2026-08-05,HINDZINC,breakout,562.9,5766636,1.888,53.2,596.95,0.060490317996091794
new,2026-08-04,2026-08-05,SYRMA,breakout,1418.4,2052650,1.424,32.3,1434.0,0.010998307952622608
new,2026-08-04,2026-08-05,GESHIP,breakout,1433.0,8454170,20.669,53.7,1401.2,-0.022191207257501712
new,2026-08-04,2026-08-05,ACMESOLAR,breakout,381.0,2919968,1.416,46.2,379.75,-0.0032808398950131233
new,2026-08-04,2026-08-05,TEJASNET,breakout,534.15,2202423,1.058,45.0,527.9,-0.011700833099316672
new,2026-08-04,2026-08-05,NSLNISP,breakout,44.03,2879375,1.131,42.3,44.78,0.017033840563252328
new,2026-08-04,2026-08-05,ABB,breakout,7700.0,717107,1.529,37.4,7690.5,-0.0012337662337662339
new,2026-08-04,2026-08-05,CASTROLIND,breakout,187.8,3127769,2.752,15.3,191.71,0.020820021299254508
new,2026-08-04,2026-08-05,GRAPHITE,breakout,707.0,7524330,5.442,26.2,709.1,0.0029702970297030024
new,2026-08-04,2026-08-05,ELGIEQUIP,breakout,588.6,558834,2.391,30.8,580.0,-0.014610941216445841
new,2026-08-04,2026-08-05,SAIL,breakout,173.55,25178918,1.9,20.5,175.5,0.011235955056179709
new,2026-08-04,2026-08-05,SAREGAMA,breakout,545.5,6165019,9.477,33.7,557.2,0.021448212648946006
new,2026-08-04,2026-08-05,TRITURBINE,breakout,618.0,1552000,2.114,24.7,623.15,0.008333333333333297
new,2026-08-04,2026-08-05,HUDCO,breakout,203.5,2672128,1.1,20.7,202.0,-0.007371007371007371
new,2026-08-04,2026-08-05,GLAND,breakout,2587.5,764822,1.569,38.8,2552.0,-0.013719806763285025
new,2026-08-04,2026-08-05,SAILIFE,breakout,1372.2,422528,1.116,25.8,1383.5,0.00823495117329832
new,2026-08-04,2026-08-05,SCI,breakout,300.35,8713503,4.444,57.4,300.2,-0.0004994173464292795
new,2026-08-04,2026-08-05,EIDPARRY,breakout,798.6,429025,1.575,51.1,823.0,0.030553468569997466
new,2026-08-04,2026-08-05,GODFRYPHLP,breakout,2336.9,2223251,4.38,66.0,2325.0,-0.005092216183833322
new,2026-08-04,2026-08-05,NAM-INDIA,breakout,1202.0,1989780,2.251,27.2,1215.0,0.010815307820299502
