variant,d,next_d,symbol,dir,last_close,vol_today,rrv,adx,next_close,next_ret
new,2026-08-05,2026-08-06,DEVYANI,breakout,124.75,9716859,2.395,52.6,124.15,-0.004809619238476909
new,2026-08-05,2026-08-06,HEG,breakout,686.05,3168552,1.011,35.1,684.0,-0.0029881203993877337
new,2026-08-05,2026-08-06,HFCL,breakout,211.44,37311294,1.483,38.0,204.0,-0.03518728717366628
new,2026-08-05,2026-08-06,SAIL,breakout,175.5,20119857,1.428,23.2,176.74,0.007065527065527117
new,2026-08-05,2026-08-06,BLS,breakout,256.0,3363765,2.266,46.8,252.7,-0.012890625000000044
new,2026-08-05,2026-08-06,RAINBOW,breakout,1600.0,258716,2.862,16.8,1561.0,-0.024375
new,2026-08-05,2026-08-06,UNOMINDA,breakout,1250.0,2046193,2.26,54.5,1278.0,0.0224
new,2026-08-05,2026-08-06,MPHASIS,breakout,2460.0,857452,1.317,27.0,2421.9,-0.015487804878048744
new,2026-08-05,2026-08-06,SAPPHIRE,breakout,201.0,10527255,7.914,33.2,199.2,-0.008955223880597071
new,2026-08-05,2026-08-06,ENGINERSIN,breakout,240.2,8567378,6.432,43.8,241.0,0.0033305578684430116
new,2026-08-05,2026-08-06,VEDL,breakout,277.0,17284827,1.466,36.2,275.0,-0.007220216606498195
new,2026-08-05,2026-08-06,ASHOKLEY,breakout,177.0,29483043,1.676,39.1,177.5,0.002824858757062147
new,2026-08-05,2026-08-06,RBLBANK,breakout,389.8,7249161,1.078,55.3,392.0,0.00564391995895328
new,2026-08-05,2026-08-06,NETWEB,breakout,4890.0,1905539,1.685,37.9,4803.0,-0.017791411042944787
new,2026-08-05,2026-08-06,HINDCOPPER,breakout,534.4,22652022,7.221,42.2,543.25,0.016560628742515012
new,2026-08-05,2026-08-06,GMDCLTD,breakout,582.6,2361698,2.446,30.1,594.6,0.020597322348094745
new,2026-08-05,2026-08-06,CEATLTD,breakout,3699.0,273809,1.368,46.1,3702.0,0.0008110300081103001
new,2026-08-05,2026-08-06,OLAELEC,breakout,41.5,267916353,5.987,38.7,41.36,-0.0033734939759036283
new,2026-08-05,2026-08-06,TENNIND,breakout,581.45,2215561,4.064,52.5,569.0,-0.021411987273196396
new,2026-08-05,2026-08-06,360ONE,breakout,1192.0,1852820,1.293,36.5,1186.0,-0.0050335570469798654
new,2026-08-05,2026-08-06,EIDPARRY,breakout,823.0,682610,2.611,56.7,811.0,-0.014580801944106925
new,2026-08-05,2026-08-06,KEI,breakout,5577.0,1040688,2.298,31.7,5595.0,0.0032275416890801506
new,2026-08-05,2026-08-06,CASTROLIND,breakout,191.71,13966158,11.16,34.2,193.5,0.009337019456470669
new,2026-08-05,2026-08-06,HEROMOTOCO,breakout,5690.0,887038,1.24,57.1,5550.5,-0.024516695957820737
new,2026-08-06,2026-08-07,HINDCOPPER,breakout,543.25,19614463,4.768,59.6,535.8,-0.013713759779107309
new,2026-08-06,2026-08-07,UNIONBANK,breakout,182.5,19918145,1.135,42.1,183.6,0.006027397260273942
new,2026-08-06,2026-08-07,COCHINSHIP,breakout,1490.0,3347129,3.695,44.2,1519.7,0.0199328859060403
new,2026-08-06,2026-08-07,TATACAP,breakout,385.2,7191162,4.02,49.0,369.4,-0.041017653167185905
new,2026-08-06,2026-08-07,FINCABLES,breakout,1032.75,507324,2.526,47.1,1023.0,-0.00944081336238199
new,2026-08-06,2026-08-07,ELECON,breakout,451.0,864189,1.309,39.3,436.0,-0.03325942350332594
new,2026-08-06,2026-08-07,ITI,breakout,286.75,573140,1.305,25.1,282.0,-0.016564952048823016
new,2026-08-06,2026-08-07,BDL,breakout,1299.0,2786505,3.769,39.7,1294.0,-0.003849114703618168
new,2026-08-06,2026-08-07,MAZDOCK,breakout,2530.0,4176229,6.495,55.8,2514.9,-0.0059683794466402805
new,2026-08-06,2026-08-07,ABFRL,breakout,63.33,12180185,2.661,22.0,63.41,0.0012632243802305116
new,2026-08-06,2026-08-07,TRITURBINE,breakout,648.6,1269681,1.668,43.0,632.0,-0.025593586185630623
new,2026-08-06,2026-08-07,WELCORP,breakout,1820.0,1480199,1.332,32.5,1840.0,0.01098901098901099
new,2026-08-06,2026-08-07,GMDCLTD,breakout,594.6,4394275,4.533,50.4,582.5,-0.02034981500168184
new,2026-08-06,2026-08-07,THELEELA,breakout,512.0,1027188,2.146,24.3,519.0,0.013671875
new,2026-08-06,2026-08-07,CHOLAFIN,breakout,1940.0,2616953,1.743,40.4,1871.0,-0.03556701030927835
new,2026-08-06,2026-08-07,RITES,breakout,231.1,2193465,2.465,41.4,234.15,0.013197749891821771
new,2026-08-06,2026-08-07,AADHARHFC,breakout,514.9,378996,1.193,34.4,502.0,-0.02505340842882109
new,2026-08-06,2026-08-07,POONAWALLA,breakout,490.0,2827758,2.126,40.7,480.05,-0.020306122448979568
new,2026-08-06,2026-08-07,SBFC,breakout,95.45,1423466,1.142,36.1,95.0,-0.004714510214772162
new,2026-08-07,2026-08-10,LLOYDSME,breakout,2109.9,606861,1.002,35.6,2059.1,-0.024076970472534327
new,2026-08-07,2026-08-10,CARBORUNIV,breakout,1114.8,520915,3.86,20.0,1120.0,0.004664513814137106
new,2026-08-07,2026-08-10,EXIDEIND,breakout,489.5,7841324,1.173,50.2,484.0,-0.011235955056179775
new,2026-08-07,2026-08-10,COCHINSHIP,breakout,1519.7,2247468,2.364,57.3,1502.0,-0.011647035599131437
new,2026-08-07,2026-08-10,SBIN,breakout,1097.2,29309276,2.936,44.5,1071.0,-0.023878964637258516
new,2026-08-07,2026-08-10,BEML,breakout,1795.0,1252580,6.907,31.2,1885.3,0.05030640668523674
new,2026-08-07,2026-08-10,GRANULES,breakout,871.0,1145861,1.133,38.4,855.0,-0.018369690011481057
new,2026-08-07,2026-08-10,HONASA,breakout,477.0,977828,1.229,38.9,475.5,-0.0031446540880503146
new,2026-08-07,2026-08-10,CLEAN,breakout,796.9,976529,2.287,44.1,805.95,0.011356506462542437
new,2026-08-07,2026-08-10,TRAVELFOOD,breakout,1429.0,1275995,55.96,22.6,1398.0,-0.021693491952414275
new,2026-08-07,2026-08-10,AUROPHARMA,breakout,1658.0,1995459,2.086,35.0,1648.0,-0.006031363088057901
new,2026-08-07,2026-08-10,NEULANDLAB,breakout,22915.0,313183,4.158,49.0,22249.0,-0.029063931922321623
new,2026-08-10,2026-08-11,BELRISE,breakout,253.4,6529455,1.52,43.9,254.44,0.00410418310970794
new,2026-08-10,2026-08-11,SUMICHEM,breakout,564.0,2049802,2.904,42.1,555.0,-0.015957446808510637
new,2026-08-10,2026-08-11,RHIM,breakout,424.0,1614525,2.918,47.4,413.8,-0.02405660377358488
new,2026-08-10,2026-08-11,JINDALSAW,breakout,277.35,2458175,1.47,36.5,272.15,-0.018748873264827996
new,2026-08-10,2026-08-11,SCHNEIDER,breakout,1427.0,919864,3.82,28.9,1402.5,-0.017168885774351786
new,2026-08-10,2026-08-11,HEROMOTOCO,breakout,5860.0,984110,1.268,47.0,5865.5,0.0009385665529010238
new,2026-08-10,2026-08-11,OIL,breakout,453.0,8222414,2.53,34.5,470.35,0.03830022075055193
new,2026-08-10,2026-08-11,IFCI,breakout,76.12,18483630,1.299,33.4,75.53,-0.007750919600630628
new,2026-08-10,2026-08-11,GRAVITA,breakout,1783.0,279394,1.068,63.4,1783.0,0.0
new,2026-08-10,2026-08-11,BRIGADE,breakout,608.0,1729420,4.845,44.0,605.0,-0.004934210526315789
new,2026-08-10,2026-08-11,POWERINDIA,breakout,36050.0,658738,5.926,57.9,35000.0,-0.02912621359223301
new,2026-08-10,2026-08-11,PAYTM,breakout,1584.1,20022832,5.23,51.7,1593.7,0.00606022347074057
new,2026-08-10,2026-08-11,GLAND,breakout,2670.0,716264,1.626,24.5,2930.0,0.09737827715355805
new,2026-08-10,2026-08-11,MAZDOCK,breakout,2575.0,1458811,1.9,49.9,2554.0,-0.008155339805825243
new,2026-08-10,2026-08-11,CONCORDBIO,breakout,1426.3,358946,2.57,30.5,1422.0,-0.0030147935216994705
new,2026-08-10,2026-08-11,PPLPHARMA,breakout,214.29,9010765,1.174,55.6,214.2,-0.00041999160016801255
new,2026-08-10,2026-08-11,NAUKRI,breakout,1282.0,5793562,3.425,28.4,1360.0,0.060842433697347896
new,2026-08-10,2026-08-11,TATATECH,breakout,881.0,4609319,2.175,51.3,865.15,-0.01799091940976166
new,2026-08-10,2026-08-11,PINELABS,breakout,162.01,39326569,1.792,43.6,167.35,0.032960928337756955
new,2026-08-10,2026-08-11,LTM,breakout,4795.0,562422,1.042,52.7,4850.0,0.011470281543274244
new,2026-08-10,2026-08-11,MCX,breakout,2759.3,4544706,2.616,32.1,2895.0,0.04917913963686435
new,2026-08-10,2026-08-11,ENGINERSIN,breakout,247.1,3318275,1.94,30.2,243.35,-0.015176042088223391
new,2026-08-10,2026-08-11,SYRMA,breakout,1519.0,3853893,2.808,40.7,1493.9,-0.01652402896642522
new,2026-08-11,2026-08-12,DIVISLAB,breakout,8578.5,603261,1.006,43.3,8600.0,0.002506265664160401
new,2026-08-11,2026-08-12,OIL,breakout,470.35,11042360,3.171,40.9,472.0,0.00350802593813113
new,2026-08-11,2026-08-12,KAJARIACER,breakout,1222.4,467313,1.501,39.5,1258.3,0.029368455497382085
new,2026-08-11,2026-08-12,DRREDDY,breakout,1205.0,3932109,1.831,43.2,1200.0,-0.004149377593360996
new,2026-08-11,2026-08-12,SIEMENS,breakout,4011.0,1264173,3.24,32.9,4019.0,0.0019945150835203192
new,2026-08-11,2026-08-12,TEJASNET,breakout,534.9,3059261,1.725,35.5,526.1,-0.0164516732099457
new,2026-08-11,2026-08-12,ARE&M,breakout,966.7,8411845,9.427,34.0,969.8,0.003206785972897392
new,2026-08-11,2026-08-12,ZYDUSLIFE,breakout,1191.0,8171784,8.193,27.1,1205.0,0.011754827875734676
new,2026-08-11,2026-08-12,ANTHEM,breakout,890.0,1604203,1.691,60.2,880.0,-0.011235955056179775
new,2026-08-11,2026-08-12,POLYMED,breakout,1868.0,1021522,8.058,32.1,1877.0,0.004817987152034261
new,2026-08-11,2026-08-12,COHANCE,breakout,462.0,2266842,2.401,55.7,443.05,-0.041017316017315994
new,2026-08-11,2026-08-12,NAUKRI,breakout,1360.0,9917785,5.225,41.8,1339.0,-0.015441176470588236
new,2026-08-11,2026-08-12,NATIONALUM,breakout,388.0,8054476,1.177,23.5,420.0,0.08247422680412371
new,2026-08-12,2026-08-13,BELRISE,breakout,262.2,9397233,2.262,41.2,254.2,-0.030511060259344015
new,2026-08-12,2026-08-13,SPLPETRO,breakout,728.65,502486,1.89,51.0,715.0,-0.018733273862622628
new,2026-08-12,2026-08-13,UNIONBANK,breakout,187.0,21956438,1.323,34.9,186.5,-0.00267379679144385
new,2026-08-12,2026-08-13,BERGEPAINT,breakout,558.05,1845479,4.931,45.2,543.5,-0.026072932532927078
new,2026-08-12,2026-08-13,KAJARIACER,breakout,1258.3,538497,1.698,48.2,1256.0,-0.0018278629897480368
new,2026-08-12,2026-08-13,AARTIIND,breakout,532.3,5368650,3.65,40.3,535.6,0.006199511553635297
new,2026-08-12,2026-08-13,JSWINFRA,breakout,348.0,8413522,2.713,35.0,340.55,-0.021408045977011462
new,2026-08-12,2026-08-13,HINDALCO,breakout,1078.5,8712903,1.77,31.6,1046.25,-0.029902642559109873
new,2026-08-12,2026-08-13,APARINDS,breakout,18200.0,377264,2.3,43.2,17238.0,-0.05285714285714286
new,2026-08-12,2026-08-13,VIJAYA,breakout,1524.9,1398581,6.552,48.5,1479.5,-0.029772444094694792
new,2026-08-12,2026-08-13,NATIONALUM,breakout,420.0,33819651,5.055,47.7,400.5,-0.04642857142857143
new,2026-08-12,2026-08-13,BHEL,breakout,420.0,14584409,1.161,28.1,420.0,0.0
old,2026-08-13,2026-08-14,SARDAEN,breakout,518.75,23535946,87.477,40.4,533.85,0.029108433734939803
new,2026-08-13,2026-08-14,CYIENT,breakout,879.0,781883,1.518,42.3,868.9,-0.011490329920364075
new,2026-08-13,2026-08-14,POONAWALLA,breakout,503.5,2423991,1.712,56.4,497.0,-0.012909632571996028
new,2026-08-13,2026-08-14,SARDAEN,breakout,518.75,23535946,87.477,40.4,533.85,0.029108433734939803
new,2026-08-13,2026-08-14,NSLNISP,breakout,45.45,5721165,2.035,29.6,44.55,-0.019801980198019927
new,2026-08-13,2026-08-14,IPCALAB,breakout,1795.0,1832117,8.283,53.4,1733.0,-0.03454038997214485
new,2026-08-13,2026-08-14,GPIL,breakout,243.4,7868525,5.331,40.2,235.8,-0.031224322103533254
new,2026-08-13,2026-08-14,FLUOROCHEM,breakout,4729.0,1205290,5.871,28.6,4740.0,0.002326073165574117
new,2026-08-13,2026-08-14,NATCOPHARM,breakout,954.0,1198902,3.953,36.3,907.0,-0.049266247379454925
new,2026-08-13,2026-08-14,JYOTICNC,breakout,836.0,1138856,1.12,35.5,829.4,-0.007894736842105291
new,2026-08-13,2026-08-14,CONCOR,breakout,533.65,4781868,2.152,41.0,527.0,-0.012461351072800483
new,2026-08-14,2026-08-17,ZEEL,breakout,101.95,111117472,4.06,43.1,105.0,0.029916625796959265
new,2026-08-14,2026-08-17,HEG,breakout,699.2,3724063,1.4,34.3,697.5,-0.002431350114416541
new,2026-08-14,2026-08-17,ASAHIINDIA,breakout,937.95,643703,4.1,41.7,934.0,-0.004211311903619644
new,2026-08-14,2026-08-17,BDL,breakout,1398.0,8442920,9.205,45.4,1380.0,-0.012875536480686695
new,2026-08-14,2026-08-17,ELGIEQUIP,breakout,609.0,5948498,22.218,49.1,625.0,0.026272577996715927
new,2026-08-14,2026-08-17,BLS,breakout,277.9,3203179,2.007,45.7,274.0,-0.014033825116948461
new,2026-08-14,2026-08-17,BHARTIHEXA,breakout,1621.0,349711,1.972,40.7,1626.0,0.0030845157310302285
new,2026-08-14,2026-08-17,HONASA,breakout,502.0,21911225,24.903,43.8,480.0,-0.043824701195219126
new,2026-08-17,2026-08-18,BALRAMCHIN,breakout,656.0,1391405,1.782,47.2,654.65,-0.0020579268292683275
new,2026-08-17,2026-08-18,HAL,breakout,5059.0,1705894,1.623,39.6,5099.0,0.007906700929037358
new,2026-08-17,2026-08-18,IGIL,breakout,354.95,1086251,1.45,41.8,348.35,-0.0185941681927031
new,2026-08-17,2026-08-18,ELGIEQUIP,breakout,625.0,1389245,2.512,53.5,613.0,-0.0192
new,2026-08-17,2026-08-18,ZEEL,breakout,105.0,55731931,1.763,51.7,104.81,-0.0018095238095237878
new,2026-08-17,2026-08-18,INOXWIND,breakout,78.13,33959213,2.876,58.9,74.95,-0.04070139511071282
new,2026-08-17,2026-08-18,FINCABLES,breakout,1319.0,2332924,1.305,49.1,1321.6,0.0019711902956784755
new,2026-08-17,2026-08-18,DEEPAKNTR,breakout,1781.1,475285,1.023,34.0,1770.0,-0.006232103756105727
new,2026-08-17,2026-08-18,BHEL,breakout,435.95,15303552,1.813,45.0,425.0,-0.025117559353136802
new,2026-08-17,2026-08-18,IFCI,breakout,78.97,32001564,2.012,39.4,81.52,0.03229074332024816
new,2026-08-18,2026-08-19,AEGISLOG,breakout,1371.0,3086704,2.663,49.7,1358.0,-0.009482129832239242
new,2026-08-18,2026-08-19,MCX,breakout,3040.0,3179226,1.469,29.4,2973.0,-0.022039473684210525
new,2026-08-18,2026-08-19,DATAPATTNS,breakout,4734.0,1380598,1.218,44.5,4775.0,0.008660752006759611
new,2026-08-18,2026-08-19,BLUEJET,breakout,607.0,1660134,1.473,43.9,593.3,-0.022570016474464653
new,2026-08-18,2026-08-19,JYOTICNC,breakout,940.0,5407147,5.204,47.3,955.0,0.015957446808510637
new,2026-08-18,2026-08-19,ASAHIINDIA,breakout,962.7,735374,3.809,49.9,954.45,-0.008569647865378623
new,2026-08-18,2026-08-19,BEML,breakout,1961.1,722291,1.732,35.4,1966.0,0.002498597725766198
new,2026-08-18,2026-08-19,MEDANTA,breakout,1446.9,308374,1.01,30.2,1429.0,-0.012371276522219981
new,2026-08-18,2026-08-19,OIL,breakout,480.5,4979680,1.493,32.0,474.85,-0.011758584807492149
new,2026-08-18,2026-08-19,GRSE,breakout,2681.0,1263471,2.727,36.1,2637.0,-0.01641178664677359
new,2026-08-18,2026-08-19,ZENTEC,breakout,1985.0,2740345,6.233,58.0,1930.0,-0.027707808564231738
new,2026-08-18,2026-08-19,GICRE,breakout,359.15,742322,1.64,34.6,359.55,0.0011137407768342868
old,2026-08-19,2026-08-20,GLAXO,breakout,3025.2,1373118,15.286,53.2,3005.0,-0.006677244479703762
new,2026-08-19,2026-08-20,GLAXO,breakout,3025.2,1373118,15.286,53.2,3005.0,-0.006677244479703762
new,2026-08-19,2026-08-20,PETRONET,breakout,288.15,5243624,2.911,38.2,291.39,0.011244143675169216
new,2026-08-19,2026-08-20,CASTROLIND,breakout,188.6,5355247,1.731,24.5,188.35,-0.001325556733828208
new,2026-08-19,2026-08-20,ELGIEQUIP,breakout,637.0,1699487,2.786,44.8,632.0,-0.007849293563579277
new,2026-08-19,2026-08-20,KAYNES,breakout,3823.3,1889219,1.264,40.7,3815.0,-0.0021708994847383627
new,2026-08-19,2026-08-20,CYIENT,breakout,891.7,2029584,3.429,35.9,903.0,0.012672423460805151
new,2026-08-19,2026-08-20,ATGL,breakout,660.9,8497931,11.295,43.5,656.9,-0.006052352852171282
new,2026-08-19,2026-08-20,WELCORP,breakout,1971.0,1213055,1.797,55.6,2009.1,0.019330289193302846
new,2026-08-19,2026-08-20,POLICYBZR,breakout,1782.1,2184034,1.937,39.2,1779.6,-0.0014028393468380003
new,2026-08-19,2026-08-20,DALBHARAT,breakout,1875.0,276824,1.391,22.8,1897.0,0.011733333333333333
new,2026-08-19,2026-08-20,DIXON,breakout,14462.0,467940,1.424,36.3,14850.0,0.0268289309915641
old,2026-08-20,2026-08-21,BALRAMCHIN,breakout,778.0,33509013,41.82,54.2,727.7,-0.06465295629820046
new,2026-08-20,2026-08-21,ABREL,breakout,1449.9,524046,3.752,44.0,1398.0,-0.03579557210842133
new,2026-08-20,2026-08-21,SBICARD,breakout,647.04,5392578,3.981,37.6,649.0,0.0030291790306627665
new,2026-08-20,2026-08-21,PERSISTENT,breakout,5674.0,692859,1.145,38.6,5667.5,-0.0011455763130066973
new,2026-08-20,2026-08-21,ACMESOLAR,breakout,397.0,9445022,5.232,38.7,400.9,0.009823677581863923
new,2026-08-20,2026-08-21,INDHOTEL,breakout,735.85,1762008,1.07,33.7,730.0,-0.007949989807705405
new,2026-08-20,2026-08-21,ETERNAL,breakout,327.95,36434004,1.189,32.7,328.0,0.00015246226558930133
new,2026-08-20,2026-08-21,COFORGE,breakout,1882.0,3967657,1.212,57.3,1891.7,0.00515409139213605
new,2026-08-20,2026-08-21,BALRAMCHIN,breakout,778.0,33509013,41.82,54.2,727.7,-0.06465295629820046
new,2026-08-20,2026-08-21,HINDZINC,breakout,573.9,6310149,1.328,36.7,594.9,0.03659174072138003
new,2026-08-20,2026-08-21,MEESHO,breakout,209.98,33947264,3.161,53.7,206.0,-0.01895418611296309
new,2026-08-20,2026-08-21,TITAGARH,breakout,850.0,561967,1.583,31.1,845.0,-0.0058823529411764705
new,2026-08-20,2026-08-21,CANFINHOME,breakout,852.0,431074,2.325,22.3,830.45,-0.025293427230046895
new,2026-08-20,2026-08-21,EIDPARRY,breakout,810.8,2197120,5.398,42.2,795.0,-0.019486926492353177
new,2026-08-20,2026-08-21,PREMIERENE,breakout,1040.0,1305049,1.517,32.8,1053.0,0.0125
new,2026-08-20,2026-08-21,ELECON,breakout,452.2,899036,1.976,37.9,449.9,-0.005086245024325545
new,2026-08-20,2026-08-21,EMMVEE,breakout,326.5,7404380,4.338,24.2,325.0,-0.004594180704441042
new,2026-08-20,2026-08-21,PIRAMALFIN,breakout,2125.9,277541,1.511,29.8,2179.0,0.024977656521943604
new,2026-08-20,2026-08-21,WELCORP,breakout,2009.1,744668,1.036,60.6,2291.2,0.14041112936140557
new,2026-08-20,2026-08-21,LICI,breakout,419.0,18981967,1.134,49.8,422.25,0.007756563245823389
new,2026-08-20,2026-08-21,BRIGADE,breakout,627.7,1511140,3.536,33.5,638.35,0.016966703839413694
new,2026-08-20,2026-08-21,GROWW,breakout,201.2,49407227,2.224,31.3,197.1,-0.020377733598409515
new,2026-08-20,2026-08-21,NYKAA,breakout,330.35,6602716,1.039,33.5,334.0,0.011048887543514385
new,2026-08-20,2026-08-21,REDINGTON,breakout,348.0,12340319,1.1,37.7,350.0,0.005747126436781609
old,2026-08-21,2026-08-24,JBMA,breakout,662.9,13156463,58.668,49.1,660.0,-0.0043747171519082475
new,2026-08-21,2026-08-24,JINDALSAW,breakout,292.5,16788064,16.563,52.5,286.25,-0.021367521367521368
new,2026-08-21,2026-08-24,VEDL,breakout,279.0,22981311,2.098,52.8,277.0,-0.007168458781362007
new,2026-08-21,2026-08-24,NCC,breakout,149.85,20815828,13.272,50.0,147.58,-0.01514848181514836
new,2026-08-21,2026-08-24,PFOCUS,breakout,298.0,4338086,5.123,44.6,307.4,0.03154362416107375
new,2026-08-21,2026-08-24,CARTRADE,breakout,3074.0,2127263,3.416,53.7,3147.1,0.023780091086532177
new,2026-08-21,2026-08-24,CARBORUNIV,breakout,1167.0,751162,3.67,46.3,1122.0,-0.038560411311053984
new,2026-08-21,2026-08-24,AUBANK,breakout,1108.2,2103247,1.213,27.0,1114.0,0.005233712326294851
new,2026-08-21,2026-08-24,ICICIPRULI,breakout,515.0,1608336,1.121,35.6,511.25,-0.007281553398058253
new,2026-08-21,2026-08-24,CDSL,breakout,1388.9,3737196,3.807,44.1,1385.1,-0.0027359781121752335
new,2026-08-21,2026-08-24,JYOTICNC,breakout,990.0,1612171,1.139,33.0,980.0,-0.010101010101010102
new,2026-08-21,2026-08-24,APOLLOTYRE,breakout,439.95,1727073,2.296,40.0,443.5,0.008069098761222892
new,2026-08-21,2026-08-24,BRIGADE,breakout,638.35,1187722,2.439,44.0,660.0,0.03391556356230904
new,2026-08-21,2026-08-24,MOTILALOFS,breakout,990.0,1847952,1.02,49.5,990.0,0.0
new,2026-08-21,2026-08-24,NETWEB,breakout,5568.7,4258255,2.407,40.9,5435.0,-0.024009194246412954
new,2026-08-21,2026-08-24,PRESTIGE,breakout,1631.0,960501,1.627,33.4,1635.8,0.002942979767014074
new,2026-08-21,2026-08-24,URBANCO,breakout,157.41,65279817,5.895,53.6,168.3,0.06918238993710701
new,2026-08-21,2026-08-24,KOTAKBANK,breakout,402.8,15615541,1.612,49.4,401.45,-0.003351539225422102
new,2026-08-21,2026-08-24,JBMA,breakout,662.9,13156463,58.668,49.1,660.0,-0.0043747171519082475
new,2026-08-21,2026-08-24,ANURAS,breakout,1246.0,436234,1.705,40.1,1255.5,0.007624398073836276
new,2026-08-21,2026-08-24,IIFL,breakout,682.9,11391788,6.763,51.6,695.0,0.017718553228876884
new,2026-08-21,2026-08-24,PREMIERENE,breakout,1053.0,2701207,3.091,43.2,1030.0,-0.02184235517568851
new,2026-08-21,2026-08-24,MUTHOOTFIN,breakout,3022.0,1336150,1.004,53.1,3209.0,0.06187954996690933
new,2026-08-21,2026-08-24,PAYTM,breakout,1632.0,5116399,1.078,32.5,1623.5,-0.005208333333333333
old,2026-08-24,2026-08-25,LTFOODS,breakout,456.7,41887750,48.04,28.9,445.95,-0.023538427851981607
old,2026-08-24,2026-08-25,IDBI,breakout,88.5,72712955,18.214,58.1,87.94,-0.006327683615819235
new,2026-08-24,2026-08-25,HINDZINC,breakout,604.0,12679999,2.351,57.1,592.6,-0.018874172185430426
new,2026-08-24,2026-08-25,LTFOODS,breakout,456.7,41887750,48.04,28.9,445.95,-0.023538427851981607
new,2026-08-24,2026-08-25,DRREDDY,breakout,1190.0,2246015,1.329,14.4,1193.5,0.0029411764705882353
new,2026-08-24,2026-08-25,ENGINERSIN,breakout,256.0,5597299,2.469,46.6,250.25,-0.0224609375
new,2026-08-24,2026-08-25,VMM,breakout,113.5,153242662,16.99,55.0,112.5,-0.00881057268722467
new,2026-08-24,2026-08-25,IDBI,breakout,88.5,72712955,18.214,58.1,87.94,-0.006327683615819235
new,2026-08-24,2026-08-25,MCX,breakout,3268.0,3385815,1.301,52.3,3280.0,0.0036719706242350062
new,2026-08-24,2026-08-25,NMDC,breakout,85.9,28350435,1.547,39.2,85.94,0.00046565774155986074
new,2026-08-24,2026-08-25,SIEMENS,breakout,4114.0,1316711,3.335,45.1,4090.5,-0.005712202236266407
new,2026-08-24,2026-08-25,PFOCUS,breakout,307.4,1711850,1.65,59.4,300.4,-0.02277163305139883
new,2026-08-24,2026-08-25,APOLLOTYRE,breakout,443.5,5151314,6.326,51.6,441.0,-0.005636978579481398
new,2026-08-24,2026-08-25,DLF,breakout,689.0,5056430,1.522,36.9,682.95,-0.008780841799709659
new,2026-08-24,2026-08-25,WELCORP,breakout,2403.0,6081025,3.591,64.8,2332.0,-0.029546400332917187
new,2026-08-24,2026-08-25,IFCI,breakout,82.55,26951031,1.21,48.1,83.33,0.009448818897637809
new,2026-08-24,2026-08-25,SAIL,breakout,179.65,48132509,2.757,43.8,184.59,0.02749791260784858
new,2026-08-24,2026-08-25,PVRINOX,breakout,1245.0,864047,2.121,18.4,1229.0,-0.01285140562248996
new,2026-08-24,2026-08-25,URBANCO,breakout,168.3,64455066,4.515,70.4,169.7,0.008318478906714066
new,2026-08-24,2026-08-25,NAVA,breakout,569.95,563508,1.708,30.8,567.05,-0.005088165628564068
new,2026-08-24,2026-08-25,IIFL,breakout,695.0,3784808,1.736,56.4,663.4,-0.045467625899280606
new,2026-08-24,2026-08-25,AARTIIND,breakout,543.05,2014261,1.129,35.7,538.25,-0.008838965104502265
new,2026-08-24,2026-08-25,MUTHOOTFIN,breakout,3209.0,3261399,2.425,67.6,3201.0,-0.0024929884699283265
old,2026-08-25,2026-08-26,FACT,breakout,873.9,34297563,338.748,42.6,873.0,-0.0010298661174047113
new,2026-08-25,2026-08-26,BPCL,breakout,318.1,6583327,1.325,40.5,318.0,-0.00031436655139900263
new,2026-08-25,2026-08-26,FACT,breakout,873.9,34297563,338.748,42.6,873.0,-0.0010298661174047113
new,2026-08-25,2026-08-26,PINELABS,breakout,164.2,32185304,1.345,41.7,167.03,0.017235079171741857
new,2026-08-25,2026-08-26,AWL,breakout,200.6,16350571,5.285,43.7,201.9,0.006480558325024982
new,2026-08-25,2026-08-26,CYIENT,breakout,975.05,4709981,7.399,40.0,1047.0,0.07379108763653151
new,2026-08-25,2026-08-26,KARURVYSYA,breakout,345.55,2920901,1.817,46.5,354.0,0.024453769353205
new,2026-08-25,2026-08-26,SAIL,breakout,184.59,68844110,3.589,53.5,194.9,0.05585351319139716
new,2026-08-25,2026-08-26,MAHABANK,breakout,81.85,19074096,1.933,16.8,85.6,0.04581551618814906
new,2026-08-25,2026-08-26,ACUTAAS,breakout,3301.0,409286,1.227,20.2,3253.0,-0.014541048167222055
new,2026-08-25,2026-08-26,ANGELONE,breakout,300.9,10799462,2.306,35.0,298.85,-0.006812894649385027
new,2026-08-25,2026-08-26,IREDA,breakout,120.61,11092821,2.298,50.5,118.8,-0.015007047508498485
new,2026-08-25,2026-08-26,GROWW,breakout,203.2,53098949,2.166,33.7,196.1,-0.034940944881889736
new,2026-08-25,2026-08-26,LODHA,breakout,1281.1,2231223,1.024,38.3,1265.0,-0.012567324955116626
new,2026-08-25,2026-08-26,MAZDOCK,breakout,2610.0,1637041,1.772,32.5,2625.0,0.005747126436781609
new,2026-08-25,2026-08-26,CHALET,breakout,895.5,1030915,8.962,39.0,913.0,0.01954215522054718
new,2026-08-26,2026-08-27,SBICARD,breakout,660.1,2061801,1.261,27.4,645.0,-0.022875321920921107
new,2026-08-26,2026-08-27,CYIENT,breakout,1047.0,11686897,14.022,63.1,1050.6,0.0034383954154726926
